"sample_id","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","protein","moisture","slope1","bias1","slope2","bias2","product","date","time","int_time","temp","gps","utc_time","y","n","x","w","id"
"SEC 1 EAST",0,0,2.855272,2.792457,2.729451,2.669333,2.615951,2.568818,2.527839,2.495968,2.475597,2.473005,2.481298,2.475927,2.446834,2.41103,2.39495,2.422395,2.499403,2.595899,2.658195,2.66918,2.650577,2.617517,2.573167,2.525679,2.480496,2.437076,2.392303,2.350824,2.315684,2.287696,2.270726,2.264256,2.276381,2.334033,2.461518,2.637119,13.532,9.3858,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:49:30",10000,0,"GPGGA",4817,46.0363548833333,"N",-109.1744428,"W",18968
"SEC 1 EAST",3.286721,3.19634,3.115227,3.037845,2.963001,2.895187,2.831725,2.772427,2.721261,2.681496,2.658764,2.655215,2.661345,2.654775,2.622435,2.580695,2.561386,2.591101,2.67592,2.786848,2.858016,2.868618,2.846651,2.806645,2.754706,2.699692,2.647214,2.596473,2.546885,2.500495,2.460887,2.430346,2.410161,2.401278,2.414834,2.477587,2.620171,2.817009,11.957,7.8248,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:50:45",10000,35.8,"GPGGA",20,46.0378083166667,"N",-109.17505995,"W",18969
"SEC 1 EAST",3.26055,3.171683,3.091306,3.017391,2.94454,2.873098,2.808411,2.750998,2.698225,2.658294,2.633964,2.626716,2.630959,2.623376,2.589596,2.548038,2.527838,2.55338,2.633308,2.738531,2.804904,2.814864,2.792752,2.753263,2.703701,2.650108,2.599001,2.550842,2.502408,2.457092,2.41871,2.387913,2.368263,2.360494,2.372029,2.432416,2.568741,2.757501,10.648,8.1743,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:52:11",10000,35.8,"GPGGA",4935,46.0368991,"N",-109.174282966667,"W",18970
"SEC 1 EAST",3.164803,3.081431,3.007763,2.937669,2.870749,2.807208,2.74812,2.69396,2.647249,2.611177,2.592254,2.591698,2.60141,2.599869,2.571727,2.531992,2.515024,2.545979,2.632747,2.74541,2.817243,2.82938,2.807074,2.765683,2.714166,2.660587,2.60915,2.561115,2.514446,2.469665,2.431124,2.400676,2.379886,2.370375,2.382462,2.441781,2.576872,2.766766,7.3237,8.2121,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:52:49",10000,36,"GPGGA",5100,46.037752,"N",-109.174280566667,"W",18971
"SEC 1 EAST",3.16373,3.080123,3.005987,2.937669,2.868679,2.802334,2.744989,2.693466,2.646299,2.612276,2.594576,2.594969,2.607607,2.607894,2.580318,2.541582,2.524181,2.555775,2.645727,2.762035,2.838135,2.85299,2.830878,2.787795,2.735936,2.680824,2.628598,2.579927,2.531137,2.486224,2.447865,2.416366,2.395076,2.385777,2.396237,2.456459,2.592696,2.787653,6.1898,8.4588,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:53:14",10000,36,"GPGGA",5138,46.0381912333333,"N",-109.174279416667,"W",18972
"SEC 1 EAST",3.125584,3.04398,2.971314,2.905166,2.839735,2.775579,2.717077,2.664538,2.619102,2.586093,2.569375,2.570802,2.583556,2.583545,2.556364,2.51828,2.501724,2.533608,2.623265,2.738256,2.812401,2.825946,2.802776,2.760781,2.710151,2.654389,2.6032,2.555738,2.507871,2.463661,2.425856,2.39467,2.37362,2.364445,2.375416,2.434921,2.57091,2.760157,6.9558,8.104,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:53:41",10000,35.9,"GPGGA",5203,46.0384834333333,"N",-109.174278633333,"W",18973
"SEC 1 EAST",3.154256,3.071499,2.997291,2.929397,2.861363,2.796736,2.739682,2.687177,2.641251,2.607351,2.590272,2.590961,2.603834,2.604362,2.576729,2.537752,2.520411,2.552245,2.641817,2.75883,2.833724,2.848295,2.825984,2.784219,2.732481,2.677824,2.62524,2.577192,2.528378,2.483329,2.445315,2.413724,2.392685,2.382752,2.393172,2.452834,2.589558,2.781798,6.6366,8.3869,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:54:07",10000,35.5,"GPGGA",5230,46.0387932666667,"N",-109.174277616667,"W",18974
"SEC 1 EAST",3.001335,2.92902,2.861523,2.799445,2.738916,2.682981,2.6335,2.585915,2.543794,2.513845,2.499732,2.503275,2.518618,2.521548,2.497028,2.461701,2.446776,2.479666,2.568804,2.681726,2.754914,2.770213,2.749644,2.710064,2.6616,2.609559,2.560181,2.514234,2.467648,2.42456,2.388144,2.358036,2.337972,2.329245,2.339293,2.397403,2.530453,2.715405,7.075,8.8128,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:54:28",10000,35.7,"GPGGA",5256,46.0390921333333,"N",-109.174276766667,"W",18975
"SEC 1 EAST",3.063978,2.989182,2.920155,2.857458,2.794749,2.738431,2.68872,2.641802,2.599889,2.571579,2.559749,2.566551,2.585375,2.591503,2.5671,2.531411,2.51756,2.554001,2.649046,2.769261,2.849001,2.866858,2.845644,2.804453,2.753838,2.698651,2.646402,2.59844,2.548947,2.504357,2.467054,2.434982,2.414605,2.405991,2.41772,2.477942,2.617463,2.815144,6.1567,9.1095,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:54:47",10000,35.5,"GPGGA",5316,46.0393162,"N",-109.174276183333,"W",18976
"SEC 1 EAST",3.140839,3.059607,2.987429,2.921212,2.855904,2.797729,2.744874,2.692149,2.647387,2.616426,2.601668,2.607641,2.624949,2.627428,2.601485,2.564741,2.549913,2.588248,2.685606,2.807314,2.885999,2.900358,2.876539,2.834322,2.781427,2.724969,2.672395,2.622764,2.5727,2.52704,2.48723,2.455323,2.434969,2.425453,2.437666,2.502112,2.645795,2.846739,8.8446,8.4724,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:55:17",10000,35.4,"GPGGA",5336,46.0395356,"N",-109.174275116667,"W",18977
"SEC 1 EAST",3.244668,3.158243,3.0822,3.010902,2.941546,2.879126,2.819754,2.764463,2.718434,2.683914,2.668404,2.674367,2.690725,2.694017,2.666987,2.626157,2.611248,2.652338,2.751811,2.880791,2.964256,2.978356,2.953828,2.908063,2.851235,2.792486,2.736829,2.683797,2.633104,2.584692,2.542416,2.510112,2.487524,2.477353,2.490309,2.556149,2.705368,2.91544,6.6091,8.5222,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:56:00",10000,35.2,"GPGGA",5406,46.0398655166667,"N",-109.174274366667,"W",18978
"SEC 1 EAST",3.116805,3.036813,2.965308,2.900306,2.835294,2.772279,2.716309,2.66528,2.620205,2.588051,2.571375,2.573244,2.586847,2.587821,2.561191,2.523689,2.506855,2.538973,2.629373,2.744162,2.818569,2.833196,2.810348,2.769473,2.718762,2.664622,2.613451,2.566921,2.519467,2.473616,2.436348,2.405173,2.384539,2.375228,2.385786,2.44558,2.580923,2.771158,7.0449,8.6373,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:56:33",10000,34.6,"GPGGA",5448,46.0403278166667,"N",-109.174273433333,"W",18979
"SEC 1 EAST",3.197092,3.113198,3.038033,2.96837,2.900699,2.839726,2.782997,2.728773,2.683627,2.64981,2.632922,2.637611,2.652223,2.653615,2.627587,2.587816,2.571466,2.607305,2.701498,2.822757,2.902048,2.916073,2.893103,2.850744,2.796808,2.740968,2.688724,2.638868,2.589259,2.543447,2.5043,2.471908,2.450667,2.440799,2.453617,2.516136,2.658514,2.859946,7.9143,8.1723,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:56:59",10000,34.6,"GPGGA",5521,46.0406956,"N",-109.174272133333,"W",18980
"SEC 1 EAST",3.203851,3.11911,3.040725,2.969237,2.901975,2.839246,2.780937,2.725899,2.677632,2.643898,2.628646,2.63272,2.649208,2.651772,2.623538,2.584612,2.569395,2.607287,2.707258,2.833228,2.913651,2.928998,2.904726,2.860254,2.806179,2.748389,2.693841,2.643582,2.592327,2.544715,2.505162,2.472378,2.450965,2.442242,2.454307,2.519719,2.668548,2.876773,6.3005,8.4618,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:57:27",10000,34.8,"GPGGA",5547,46.0409831166667,"N",-109.174271483333,"W",18981
"SEC 1 EAST",3.200588,3.116919,3.042973,2.973446,2.906059,2.846974,2.790222,2.735626,2.689239,2.654929,2.637992,2.641971,2.655198,2.655443,2.628821,2.58877,2.573162,2.609957,2.703591,2.823607,2.901786,2.914463,2.891148,2.848547,2.795497,2.74069,2.688383,2.638413,2.589647,2.544383,2.504462,2.473483,2.452944,2.443411,2.455556,2.518526,2.660068,2.861237,8.4782,8.0215,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:57:53",10000,34.5,"GPGGA",5615,46.04129405,"N",-109.17427075,"W",18982
"SEC 1 EAST",3.164842,3.08355,3.01112,2.94353,2.873868,2.811904,2.757829,2.705881,2.661335,2.629125,2.612768,2.616606,2.631703,2.633354,2.607223,2.568498,2.552025,2.587325,2.680644,2.799949,2.879426,2.895123,2.871954,2.83012,2.777159,2.722264,2.669073,2.619287,2.569968,2.525255,2.485161,2.453923,2.433416,2.423615,2.434894,2.496336,2.636303,2.833678,7.7639,8.4271,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:58:16",10000,34.7,"GPGGA",5640,46.0415708,"N",-109.174270166667,"W",18983
"SEC 1 EAST",3.150352,3.072134,3.001614,2.934764,2.869923,2.812961,2.762026,2.712361,2.668713,2.637818,2.623928,2.629405,2.645932,2.649904,2.623813,2.586455,2.573092,2.609816,2.704837,2.824741,2.90216,2.917741,2.895817,2.853947,2.802105,2.746299,2.693561,2.644636,2.59563,2.549977,2.511669,2.480454,2.460351,2.451033,2.463336,2.526449,2.669527,2.869067,6.6909,9.0525,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:58:39",10000,34.9,"GPGGA",5704,46.0418349166667,"N",-109.1742693,"W",18984
"SEC 1 EAST",3.185722,3.10266,3.030158,2.96239,2.896118,2.83557,2.78008,2.727557,2.683887,2.653061,2.639594,2.646796,2.666268,2.671078,2.64618,2.607945,2.59252,2.632734,2.73335,2.860222,2.944136,2.960209,2.936988,2.894459,2.840034,2.782158,2.728125,2.676701,2.626101,2.579342,2.539044,2.506845,2.485797,2.476028,2.489167,2.554252,2.701153,2.907887,8.6947,8.9207,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:59:01",10000,35.2,"GPGGA",5727,46.0420878166667,"N",-109.174268383333,"W",18985
"SEC 1 EAST",3.175131,3.093762,3.023647,2.957773,2.891679,2.827364,2.772448,2.723189,2.67934,2.648798,2.636106,2.641667,2.659842,2.665669,2.640315,2.60277,2.588462,2.626068,2.724604,2.849718,2.931597,2.948959,2.926453,2.882319,2.828597,2.771779,2.717313,2.666868,2.617137,2.569878,2.530896,2.49882,2.477175,2.467706,2.479946,2.542375,2.687253,2.890112,5.0679,9.1556,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:59:25",10000,35.2,"GPGGA",5748,46.0423189666667,"N",-109.174267833333,"W",18986
"SEC 1 EAST",3.034415,2.956609,2.887982,2.826885,2.764561,2.702491,2.649251,2.601576,2.560294,2.531258,2.517353,2.522556,2.539376,2.542552,2.517678,2.482062,2.467489,2.501966,2.593467,2.709649,2.784601,2.800159,2.778895,2.739295,2.689831,2.636014,2.585252,2.538583,2.491224,2.447115,2.409816,2.380043,2.360671,2.352407,2.363013,2.422356,2.558786,2.750429,8.0317,8.706,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","18:59:44",10000,35.1,"GPGGA",5812,46.04258295,"N",-109.1742672,"W",18987
"SEC 1 EAST",3.081574,3.001445,2.931387,2.865287,2.797807,2.737796,2.683199,2.632553,2.589136,2.556004,2.539429,2.541585,2.552967,2.553098,2.527343,2.488788,2.472892,2.504899,2.591642,2.702391,2.775815,2.788921,2.767843,2.728114,2.677789,2.626025,2.576509,2.528879,2.48209,2.439734,2.401798,2.37253,2.35299,2.343733,2.355413,2.414752,2.548174,2.737789,8.4293,8.2791,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:00:07",10000,35.3,"GPGGA",5832,46.0428019,"N",-109.174266433333,"W",18988
"SEC 1 EAST",3.095363,3.013683,2.941238,2.874835,2.807639,2.745927,2.691264,2.637599,2.592765,2.559777,2.54165,2.542858,2.555089,2.553828,2.526444,2.488455,2.471255,2.50315,2.59097,2.702463,2.775834,2.789852,2.768551,2.729559,2.679198,2.625647,2.576058,2.529084,2.480756,2.438067,2.400845,2.370167,2.351043,2.343447,2.353629,2.414896,2.55016,2.740523,9.5227,8.6362,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:00:28",10000,35.5,"GPGGA",5854,46.0430428,"N",-109.174265633333,"W",18989
"SEC 1 EAST",3.046111,2.967422,2.89574,2.833404,2.770767,2.709088,2.653567,2.603618,2.560908,2.529434,2.51291,2.515332,2.529467,2.528199,2.501309,2.464816,2.447583,2.478344,2.564791,2.674855,2.74713,2.761457,2.740338,2.701728,2.653329,2.600727,2.551167,2.505285,2.459061,2.416361,2.379445,2.349846,2.330516,2.322159,2.332965,2.391895,2.525287,2.713744,8.7071,7.8428,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:00:47",10000,35.5,"GPGGA",5915,46.0432696833333,"N",-109.174264633333,"W",18990
"SEC 1 EAST",3.068439,2.988704,2.919223,2.855045,2.789457,2.729419,2.67585,2.625964,2.58319,2.55145,2.53485,2.538505,2.551625,2.551867,2.526132,2.489275,2.472711,2.505656,2.593688,2.70614,2.7802,2.794545,2.773895,2.735127,2.685278,2.632332,2.582847,2.535758,2.488348,2.445612,2.407978,2.377982,2.358703,2.349477,2.361208,2.421441,2.556482,2.74624,9.702,8.2761,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:01:08",10000,35.6,"GPGGA",5934,46.0434550166667,"N",-109.17426425,"W",18991
"SEC 1 EAST",3.091072,3.014951,2.946067,2.882833,2.820868,2.763539,2.711083,2.663593,2.622124,2.591976,2.579529,2.584677,2.600583,2.603806,2.577724,2.541724,2.529855,2.564284,2.656094,2.772569,2.84742,2.862798,2.843502,2.804188,2.754352,2.70116,2.649845,2.601403,2.553788,2.508579,2.471139,2.441958,2.422036,2.413536,2.425527,2.48668,2.626726,2.819351,8.4447,8.7495,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:01:25",10000,35.6,"GPGGA",5955,46.0436553,"N",-109.1742641,"W",18992
"SEC 1 EAST",3.196907,3.113629,3.040959,2.972764,2.906326,2.846569,2.789968,2.736778,2.6927,2.659684,2.644606,2.650609,2.666245,2.667873,2.640631,2.601965,2.589652,2.628882,2.726303,2.848722,2.926705,2.938858,2.915392,2.873215,2.819114,2.76177,2.707682,2.655466,2.604106,2.556684,2.516181,2.484825,2.464921,2.455692,2.469997,2.53723,2.687143,2.893999,10.504,8.4194,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:02:14",10000,35.7,"GPGGA",10012,46.0438175666667,"N",-109.17426355,"W",18993
"SEC 1 EAST",3.050288,2.982673,2.920264,2.862832,2.809199,2.758932,2.708393,2.661097,2.620496,2.591748,2.57993,2.585224,2.600797,2.604713,2.580482,2.544968,2.53281,2.567402,2.655821,2.766571,2.836262,2.849514,2.830871,2.794632,2.747184,2.697821,2.64994,2.60485,2.560144,2.516865,2.480091,2.450932,2.431051,2.422817,2.435904,2.49496,2.62968,2.813982,9.1372,9.4845,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:02:34",10000,35.8,"GPGGA",10101,46.0436886166667,"N",-109.174110366667,"W",18994
"SEC 1 EAST",3.046332,2.967214,2.896232,2.832054,2.768351,2.709346,2.655867,2.605203,2.561944,2.531175,2.515369,2.518742,2.532906,2.533843,2.507954,2.471096,2.455273,2.489056,2.578032,2.691578,2.765869,2.779976,2.758456,2.71944,2.66969,2.61684,2.567335,2.520311,2.473237,2.430147,2.393203,2.362348,2.3431,2.334214,2.345607,2.405802,2.540828,2.730454,9.0554,8.624,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:03:00",10000,35.8,"GPGGA",10120,46.0434982833333,"N",-109.174110666667,"W",18995
"SEC 1 EAST",3.25744,3.169338,3.091615,3.018488,2.944431,2.877755,2.819205,2.763084,2.713932,2.678329,2.657943,2.657061,2.669398,2.667425,2.63736,2.596756,2.578529,2.611029,2.702158,2.819888,2.897038,2.911799,2.888455,2.845241,2.792149,2.734779,2.681198,2.630911,2.579729,2.533503,2.493985,2.461575,2.440233,2.431015,2.442941,2.505274,2.648029,2.846989,7.5716,8.7784,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:03:29",10000,35.8,"GPGGA",10146,46.0432443,"N",-109.1741118,"W",18996
"SEC 1 EAST",3.077423,2.998604,2.924512,2.858453,2.795238,2.735579,2.680335,2.627235,2.581747,2.548839,2.530956,2.530834,2.54154,2.539999,2.51273,2.475681,2.458826,2.490424,2.576853,2.686307,2.75713,2.768692,2.746083,2.70591,2.657181,2.604884,2.555753,2.510024,2.463947,2.420875,2.384458,2.354411,2.335062,2.32652,2.337604,2.396637,2.529294,2.714297,8.724,8.4467,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:03:58",10000,35.9,"GPGGA",10215,46.0429592,"N",-109.1741117,"W",18997
"SEC 1 EAST",3.069881,2.993849,2.92658,2.863391,2.801771,2.746145,2.69307,2.64399,2.602172,2.571367,2.556744,2.560947,2.574619,2.576184,2.551383,2.515009,2.501437,2.536476,2.625638,2.73716,2.809772,2.822477,2.800949,2.761271,2.710756,2.658037,2.608377,2.561502,2.515811,2.472702,2.435367,2.406069,2.386744,2.377617,2.389198,2.449433,2.584264,2.772843,8.2447,8.9362,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:04:22",10000,35.8,"GPGGA",10244,46.0426738666667,"N",-109.17411285,"W",18998
"SEC 1 EAST",3.178895,3.096413,3.023121,2.953969,2.889573,2.830531,2.774047,2.720865,2.675162,2.643268,2.630316,2.637039,2.654775,2.659366,2.632621,2.593613,2.57984,2.618849,2.718797,2.845794,2.928028,2.943714,2.920813,2.876643,2.821956,2.765005,2.710291,2.6592,2.608924,2.560915,2.520388,2.488179,2.466714,2.457117,2.470493,2.535183,2.682822,2.889283,6.3502,8.4929,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:03:42",10000,36.1,"GPGGA",10308,46.0424392333333,"N",-109.174113883333,"W",18999
"SEC 1 EAST",3.185884,3.102207,3.029045,2.96202,2.89544,2.834087,2.77784,2.725168,2.681026,2.649635,2.635492,2.6425,2.660687,2.664897,2.638981,2.600025,2.58554,2.625346,2.724916,2.851434,2.934486,2.949674,2.926146,2.882911,2.827576,2.770031,2.715387,2.663561,2.612348,2.565107,2.524225,2.492132,2.470808,2.461495,2.473246,2.538895,2.685401,2.889836,8.2779,8.775,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:04:16",10000,36,"GPGGA",10334,46.0421849,"N",-109.17411475,"W",19000
"SEC 1 EAST",3.143245,3.064838,2.994242,2.927783,2.863668,2.806163,2.751143,2.699802,2.656275,2.624331,2.60954,2.614128,2.628911,2.631312,2.605581,2.567564,2.553034,2.589824,2.683618,2.802339,2.878926,2.892345,2.869673,2.827768,2.774723,2.719721,2.66807,2.618741,2.570469,2.525385,2.485883,2.454823,2.434206,2.424821,2.437085,2.499178,2.63957,2.835868,7.9786,8.7615,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:04:54",10000,35.5,"GPGGA",10408,46.04185205,"N",-109.174115583333,"W",19001
"SEC 1 EAST",3.18678,3.103638,3.030069,2.961611,2.894311,2.830398,2.771699,2.718039,2.671397,2.636853,2.620497,2.623219,2.636436,2.637794,2.610102,2.570428,2.554465,2.589299,2.683038,2.80355,2.88079,2.894208,2.870912,2.827529,2.773871,2.718255,2.664928,2.615186,2.56672,2.520162,2.480648,2.44934,2.428434,2.418023,2.430268,2.491844,2.633466,2.833678,6.7325,8.1628,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:05:44",10000,35.8,"GPGGA",10446,46.04148125,"N",-109.1741163,"W",19002
"SEC 1 EAST",3.102705,3.022247,2.949605,2.88181,2.815917,2.753922,2.698552,2.647781,2.602493,2.569821,2.554397,2.557395,2.571996,2.574324,2.547718,2.509751,2.494411,2.528486,2.621445,2.740758,2.817943,2.832817,2.810751,2.768482,2.71636,2.661566,2.608745,2.559819,2.511341,2.465869,2.427366,2.396224,2.375111,2.366083,2.377445,2.438217,2.577833,2.773688,6.7635,8.4566,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:06:26",10000,35.2,"GPGGA",10536,46.04099245,"N",-109.174118016667,"W",19004
"SEC 1 EAST",3.21688,3.130383,3.051889,2.979469,2.908447,2.844283,2.786159,2.729043,2.679139,2.642852,2.623406,2.623712,2.635481,2.633721,2.604403,2.564069,2.546209,2.579653,2.672421,2.791183,2.868507,2.882712,2.858911,2.815969,2.762679,2.705865,2.65283,2.60302,2.553086,2.506675,2.467123,2.435702,2.413492,2.403951,2.41541,2.478498,2.620522,2.821943,7.6731,8.2524,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:07:09",10000,34.8,"GPGGA",10618,46.0405826166667,"N",-109.174119133333,"W",19005
"SEC 1 EAST",3.118095,3.037506,2.968009,2.90263,2.837296,2.775505,2.719528,2.668503,2.624649,2.59247,2.575698,2.577445,2.590805,2.591163,2.564857,2.526821,2.509485,2.541308,2.62981,2.743804,2.818563,2.833392,2.811633,2.771792,2.720418,2.66731,2.61623,2.568794,2.52145,2.477459,2.439822,2.408919,2.388027,2.377842,2.388444,2.448466,2.583873,2.774746,7.7678,8.6025,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:07:30",10000,34.8,"GPGGA",10701,46.04013445,"N",-109.174120316667,"W",19006
"SEC 1 EAST",3.176275,3.094142,3.022457,2.956377,2.88906,2.824944,2.767061,2.7149,2.670164,2.63672,2.620596,2.623224,2.637101,2.638789,2.611101,2.570996,2.554525,2.587645,2.680171,2.801404,2.879818,2.895418,2.873886,2.831258,2.778253,2.723059,2.670461,2.620946,2.572331,2.52631,2.487185,2.456393,2.434394,2.424499,2.43628,2.497278,2.636607,2.836356,6.28,8.3227,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:07:49",10000,35,"GPGGA",10722,46.0399010166667,"N",-109.174120933333,"W",19007
"SEC 1 EAST",3.10921,3.029645,2.960419,2.89506,2.832299,2.774721,2.719854,2.668432,2.625175,2.593695,2.579105,2.585213,2.599586,2.601436,2.575377,2.537138,2.522615,2.558285,2.650014,2.767678,2.844265,2.858404,2.83745,2.79809,2.747555,2.694053,2.643624,2.595348,2.548051,2.503451,2.464873,2.435,2.414938,2.405972,2.418089,2.480489,2.620102,2.817242,9.3922,8.0959,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:08:06",10000,35,"GPGGA",10741,46.0396913,"N",-109.174121333333,"W",19008
"SEC 1 EAST",3.046801,2.971461,2.905072,2.842831,2.780468,2.723859,2.672431,2.623268,2.581452,2.551123,2.535903,2.539016,2.551609,2.5516,2.525951,2.489816,2.474633,2.50701,2.59242,2.700946,2.772014,2.785515,2.765499,2.728155,2.680102,2.62902,2.580855,2.534788,2.489115,2.447089,2.410283,2.381262,2.36256,2.354016,2.366127,2.426112,2.55754,2.744656,9.999,8.5573,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:08:25",10000,34.7,"GPGGA",10758,46.0395043833333,"N",-109.17412165,"W",19009
"SEC 1 EAST",2.933368,2.862652,2.798021,2.739116,2.681742,2.627931,2.578584,2.532228,2.491375,2.46236,2.448268,2.450625,2.463109,2.463278,2.437326,2.402736,2.388641,2.418351,2.499234,2.602617,2.669119,2.68293,2.666326,2.632757,2.587295,2.539248,2.493635,2.449176,2.405518,2.364121,2.32961,2.30257,2.284346,2.277328,2.288084,2.345631,2.474791,2.652039,11.148,9.0783,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:08:41",10000,34.9,"GPGGA",10816,46.0393132,"N",-109.174122666667,"W",19010
"SEC 1 EAST",3.058513,2.97967,2.911987,2.84848,2.782056,2.718271,2.662538,2.613741,2.571448,2.538623,2.520559,2.520791,2.530787,2.528278,2.500634,2.462397,2.445118,2.473478,2.55257,2.656672,2.72648,2.740639,2.723042,2.688241,2.641407,2.59075,2.542608,2.496158,2.450411,2.408297,2.371254,2.342133,2.323546,2.315909,2.326127,2.384214,2.514174,2.696768,11.613,8.6149,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:09:00",10000,35.1,"GPGGA",10833,46.0391477666667,"N",-109.174123166667,"W",19011
"SEC 1 EAST",3.160722,3.076755,3.002746,2.934347,2.865381,2.799464,2.740966,2.687138,2.640836,2.605771,2.585631,2.584818,2.594552,2.591455,2.562474,2.522366,2.503979,2.533169,2.61692,2.726875,2.799562,2.813103,2.792484,2.754533,2.70504,2.651581,2.601519,2.553724,2.506276,2.462464,2.424081,2.393764,2.374268,2.365047,2.37665,2.437632,2.572785,2.762624,10.629,8.3052,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:09:23",10000,35,"GPGGA",10851,46.0389801,"N",-109.174123316667,"W",19012
"SEC 1 EAST",3.20615,3.118051,3.041598,2.971055,2.89894,2.830187,2.769231,2.713912,2.666483,2.630847,2.611123,2.611312,2.622569,2.620725,2.591638,2.550397,2.5314,2.562298,2.650845,2.76753,2.844343,2.85864,2.836576,2.795891,2.74436,2.689004,2.636426,2.586841,2.537319,2.491404,2.451427,2.419481,2.399234,2.390184,2.401839,2.464223,2.6037,2.800281,9.5667,7.9034,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:09:56",10000,35.1,"GPGGA",10914,46.0387640666667,"N",-109.174124066667,"W",19013
"SEC 1 EAST",3.160114,3.074131,2.996096,2.924539,2.859459,2.797833,2.736422,2.679416,2.631616,2.595222,2.577124,2.578226,2.589235,2.587449,2.558602,2.518991,2.502863,2.537279,2.629098,2.745834,2.819865,2.829937,2.806349,2.764118,2.711725,2.657655,2.606444,2.557805,2.510154,2.465168,2.426659,2.396237,2.375566,2.366579,2.379478,2.443558,2.583594,2.780722,8.8202,7.7436,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:10:57",10000,35.3,"GPGGA",10947,46.0384668,"N",-109.1741249,"W",19014
"SEC 1 EAST",3.204901,3.118588,3.04009,2.965709,2.894537,2.832344,2.774295,2.717367,2.667638,2.629781,2.608735,2.60558,2.614485,2.609778,2.579348,2.539406,2.520854,2.550612,2.636856,2.747519,2.819266,2.832297,2.809609,2.768991,2.719019,2.664184,2.613331,2.56543,2.517326,2.472661,2.434885,2.40364,2.38343,2.374614,2.386309,2.447669,2.585614,2.778364,8.558,8.1286,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:11:39",10000,35.7,"GPGGA",11048,46.03789155,"N",-109.174126416667,"W",19015
"SEC 1 EAST",3.126496,3.044329,2.968943,2.899731,2.83314,2.768696,2.709418,2.654853,2.606566,2.569539,2.547777,2.542384,2.547688,2.540643,2.509185,2.469564,2.450248,2.474913,2.550864,2.649762,2.713161,2.724353,2.705112,2.669,2.623188,2.573504,2.525699,2.480738,2.434807,2.392456,2.356808,2.32803,2.309536,2.301969,2.312915,2.37056,2.50007,2.677878,10.527,8.2328,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:11:58",10000,35.6,"GPGGA",11130,46.03742985,"N",-109.174127833333,"W",19016
