"sample_id","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","protein","moisture","slope1","bias1","slope2","bias2","product","date","time","int_time","temp","gps","utc_time","y","n","x","w","id"
"SEC 1 EAST",3.115865,3.032597,2.957602,2.887837,2.818497,2.752511,2.693445,2.638515,2.590263,2.553803,2.53084,2.524836,2.529644,2.521399,2.489697,2.452796,2.435377,2.462357,2.539495,2.636525,2.697318,2.70632,2.685266,2.64918,2.602882,2.550761,2.500944,2.453663,2.405803,2.362933,2.326981,2.298077,2.280625,2.273592,2.284818,2.344106,2.47733,2.658746,13.743,8.7826,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:25:38",10000,34.8,"GPGGA",202503,46.04411635,"N",-109.167784766667,"W",18452
"SEC 1 EAST",3.133312,3.051827,2.981535,2.91319,2.846506,2.783843,2.72616,2.673077,2.628508,2.593669,2.574204,2.572808,2.580907,2.576752,2.548184,2.510189,2.49527,2.52757,2.609396,2.71254,2.778357,2.788404,2.767785,2.730387,2.680744,2.627448,2.577611,2.528807,2.480378,2.437692,2.400111,2.370902,2.352457,2.344514,2.357649,2.418681,2.553992,2.741808,12.296,9.4494,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:25:58",10000,34.8,"GPGGA",202526,46.0441173333333,"N",-109.1680913,"W",18453
"SEC 1 EAST",3.126323,3.042406,2.966065,2.89537,2.828079,2.765639,2.706212,2.651796,2.602998,2.565497,2.544199,2.539175,2.543458,2.536134,2.504764,2.466468,2.450748,2.478593,2.556226,2.654077,2.714597,2.723493,2.704358,2.668081,2.620613,2.569948,2.520636,2.472779,2.425737,2.38212,2.346004,2.317891,2.299305,2.292302,2.305602,2.366044,2.49945,2.682609,12.484,8.9558,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:26:19",10000,34.9,"GPGGA",202545,46.0441171833333,"N",-109.16834675,"W",18454
"SEC 1 EAST",3.088443,3.007403,2.933514,2.865575,2.802111,2.741805,2.686127,2.634017,2.5884,2.555795,2.540257,2.542894,2.556983,2.557895,2.530518,2.493023,2.479874,2.516235,2.609033,2.725353,2.797969,2.809737,2.788132,2.745488,2.693244,2.637739,2.58472,2.534537,2.485631,2.440356,2.401818,2.371655,2.351317,2.342971,2.356266,2.418887,2.560873,2.759481,8.1514,9.1382,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:26:42",10000,35.2,"GPGGA",202607,46.0441180166667,"N",-109.168629233333,"W",18455
"SEC 1 EAST",3.035179,2.956952,2.885352,2.818852,2.755179,2.695197,2.64131,2.590801,2.546315,2.514555,2.498076,2.498728,2.510338,2.51011,2.482051,2.445613,2.431569,2.464324,2.550996,2.659604,2.727814,2.739404,2.718565,2.679511,2.629787,2.576982,2.526513,2.478774,2.431303,2.387241,2.350001,2.321131,2.302242,2.293855,2.305962,2.365654,2.501316,2.68794,9.8228,9.4102,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:27:06",10000,35.1,"GPGGA",202629,46.04411835,"N",-109.16890605,"W",18456
"SEC 1 EAST",3.187242,3.10152,3.024132,2.951902,2.881452,2.814365,2.754096,2.698032,2.648174,2.610882,2.589737,2.585092,2.591267,2.58573,2.554335,2.514424,2.496331,2.52493,2.607259,2.712056,2.778699,2.788807,2.768254,2.729249,2.67973,2.626152,2.574454,2.525796,2.476678,2.431062,2.393806,2.363989,2.344569,2.33677,2.348422,2.408962,2.545335,2.735334,11.507,8.9389,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:27:30",10000,35.3,"GPGGA",202653,46.0441187333333,"N",-109.16921355,"W",18457
"SEC 1 EAST",3.19179,3.104717,3.025917,2.952617,2.881726,2.814172,2.753754,2.697702,2.647659,2.61021,2.588574,2.584151,2.591193,2.58598,2.553569,2.513622,2.496224,2.525223,2.607492,2.713077,2.781141,2.791672,2.771303,2.733233,2.683359,2.629051,2.57652,2.527278,2.478326,2.433105,2.394873,2.364524,2.345459,2.337849,2.34993,2.411283,2.549663,2.740461,12.214,9.1428,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:27:52",10000,35.2,"GPGGA",202717,46.0441192666667,"N",-109.169519716667,"W",18458
"SEC 1 EAST",3.061279,2.98235,2.909764,2.840878,2.778282,2.724056,2.668808,2.613972,2.566618,2.530401,2.509819,2.50642,2.511456,2.504857,2.475091,2.43773,2.422585,2.450879,2.52617,2.621628,2.680929,2.689869,2.671608,2.636899,2.591581,2.54325,2.495553,2.449773,2.405185,2.363104,2.327393,2.300613,2.282654,2.275612,2.288689,2.347773,2.479053,2.657263,12.275,8.8709,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:28:13",10000,35.5,"GPGGA",202739,46.0441197,"N",-109.16979855,"W",18459
"SEC 1 EAST",3.164806,3.079781,3.002679,2.932153,2.862956,2.797013,2.737187,2.681764,2.633643,2.597286,2.576812,2.574389,2.583779,2.579397,2.548116,2.509398,2.493095,2.524341,2.609656,2.717183,2.786323,2.798525,2.777116,2.737396,2.687136,2.632467,2.579723,2.530209,2.480557,2.435543,2.397979,2.367112,2.347534,2.340176,2.352652,2.41487,2.554447,2.745876,9.8618,9.0218,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:28:35",10000,35.4,"GPGGA",202759,46.0441202,"N",-109.1700555,"W",18460
"SEC 1 EAST",3.165282,3.080498,3.004332,2.932078,2.861908,2.799707,2.740238,2.683053,2.633475,2.594711,2.571373,2.566306,2.570725,2.562334,2.530351,2.490139,2.472461,2.500547,2.576567,2.674004,2.737119,2.746978,2.727473,2.692303,2.645021,2.593435,2.543772,2.495011,2.44691,2.403508,2.365659,2.336806,2.319403,2.311787,2.32394,2.385804,2.519692,2.705371,13.954,8.8457,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:28:56",10000,35.8,"GPGGA",202821,46.0441201833333,"N",-109.170334916667,"W",18461
"SEC 1 EAST",3.144447,3.060614,2.987292,2.915559,2.846857,2.783486,2.725297,2.67002,2.621976,2.585022,2.563447,2.55879,2.563225,2.555859,2.525689,2.486811,2.469604,2.498024,2.574933,2.672612,2.736284,2.745189,2.726038,2.690004,2.64196,2.590546,2.541147,2.492661,2.445505,2.402455,2.3656,2.337253,2.318869,2.311202,2.32341,2.382821,2.51537,2.697582,13.912,9.0753,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:29:18",10000,35.4,"GPGGA",202843,46.0441210833333,"N",-109.17061615,"W",18462
"SEC 1 EAST",3.103248,3.023125,2.951213,2.884871,2.821084,2.758848,2.703308,2.651893,2.606763,2.573319,2.55612,2.555768,2.56661,2.565232,2.536393,2.498847,2.484095,2.516088,2.60189,2.710517,2.779366,2.791188,2.770806,2.732562,2.682718,2.629369,2.577455,2.52845,2.480583,2.436366,2.398554,2.368805,2.349164,2.340514,2.352448,2.411249,2.546283,2.734228,10.655,9.2406,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:29:41",10000,35.8,"GPGGA",202905,46.04412095,"N",-109.170882833333,"W",18463
"SEC 1 EAST",3.141268,3.056491,2.981236,2.912975,2.843896,2.778239,2.719687,2.6644,2.61675,2.580648,2.558506,2.554986,2.56233,2.556064,2.52568,2.487509,2.469627,2.498219,2.577957,2.678789,2.743742,2.755352,2.735332,2.699605,2.650684,2.597491,2.547007,2.498509,2.45008,2.406472,2.36936,2.339665,2.321499,2.313663,2.325286,2.386047,2.520012,2.704338,13.144,9.2102,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:30:03",10000,35.9,"GPGGA",202928,46.04412175,"N",-109.171156033333,"W",18464
"SEC 1 EAST",3.051438,2.973292,2.900654,2.833534,2.771852,2.713712,2.659504,2.606815,2.561386,2.52882,2.512527,2.513021,2.524388,2.522773,2.494231,2.457713,2.445366,2.478782,2.564147,2.672846,2.73949,2.750739,2.730369,2.691915,2.6421,2.590036,2.538939,2.490215,2.442365,2.397692,2.360631,2.331451,2.312369,2.30569,2.318528,2.379559,2.51625,2.707029,10.187,9.223,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:30:25",10000,35.8,"GPGGA",202949,46.0441219666667,"N",-109.171407933333,"W",18465
"SEC 1 EAST",3.249955,3.164801,3.086429,3.013327,2.943933,2.878167,2.814991,2.755438,2.702747,2.661218,2.634163,2.623344,2.622883,2.611921,2.575835,2.534561,2.515553,2.539087,2.60819,2.697954,2.753073,2.760316,2.741086,2.705704,2.65964,2.610082,2.561718,2.515071,2.468754,2.425573,2.389472,2.361516,2.342912,2.335745,2.348252,2.406841,2.537031,2.71162,11.8,9.6891,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:30:51",10000,36.1,"GPGGA",203012,46.0441227,"N",-109.171681833333,"W",18466
"SEC 1 EAST",3.163585,3.078192,3.00383,2.933105,2.862073,2.797628,2.738393,2.682447,2.634597,2.597287,2.575606,2.572095,2.577492,2.571375,2.541485,2.502007,2.484913,2.514163,2.5938,2.69557,2.76049,2.769636,2.749019,2.711864,2.662474,2.608831,2.557963,2.508578,2.460588,2.41726,2.379184,2.349796,2.33153,2.323316,2.335859,2.396126,2.530093,2.71499,13.229,8.76,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:31:13",10000,36,"GPGGA",203037,46.04412315,"N",-109.171980733333,"W",18467
"SEC 1 EAST",3.04387,2.964916,2.893294,2.825301,2.760591,2.701469,2.647159,2.596003,2.550538,2.51588,2.496537,2.493627,2.500739,2.496611,2.467738,2.431293,2.417006,2.446425,2.525613,2.625388,2.686841,2.696503,2.678022,2.640274,2.592782,2.541756,2.492317,2.445335,2.398862,2.356024,2.320146,2.292177,2.273678,2.266404,2.278571,2.337117,2.469009,2.649374,10.659,9.4792,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:31:35",10000,35.8,"GPGGA",203059,46.0441235833333,"N",-109.172243033333,"W",18468
"SEC 1 EAST",3.131598,3.049172,2.974786,2.902966,2.834915,2.774611,2.716851,2.661421,2.613288,2.57678,2.555408,2.550459,2.555577,2.54923,2.518836,2.481107,2.465531,2.494789,2.574293,2.674044,2.734772,2.742398,2.721497,2.682901,2.633568,2.581559,2.531219,2.483465,2.436327,2.39288,2.35613,2.327591,2.308797,2.301142,2.313902,2.373206,2.505348,2.688536,11.384,9.3178,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:31:58",10000,35.7,"GPGGA",203121,46.04412365,"N",-109.172506066667,"W",18469
"SEC 1 EAST",3.25848,3.167186,3.082887,3.003963,2.927334,2.856144,2.791338,2.729777,2.674957,2.632362,2.604847,2.594149,2.595374,2.584718,2.55079,2.510575,2.491313,2.518165,2.596753,2.695206,2.756146,2.763823,2.740741,2.70104,2.651116,2.596622,2.544882,2.495364,2.445499,2.401261,2.364028,2.333894,2.314869,2.30838,2.320654,2.381993,2.517928,2.707237,11.955,9.2624,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:32:29",10000,35.6,"GPGGA",203144,46.0441247166667,"N",-109.172781466667,"W",18470
"SEC 1 EAST",3.195787,3.105846,3.024612,2.948777,2.877193,2.808867,2.744997,2.685786,2.634171,2.594258,2.570521,2.563335,2.566842,2.559369,2.527128,2.487195,2.470068,2.499747,2.580076,2.683226,2.746032,2.753654,2.730673,2.689749,2.639184,2.585644,2.533645,2.483851,2.435117,2.39022,2.352561,2.32316,2.304449,2.296394,2.309826,2.370582,2.50775,2.696974,10.505,8.9578,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:33:02",10000,35.2,"GPGGA",203215,46.0441261166667,"N",-109.173152933333,"W",18471
"SEC 1 EAST",3.155964,3.068628,2.991239,2.916762,2.845779,2.781014,2.720479,2.663646,2.614647,2.576877,2.555438,2.552557,2.55976,2.554905,2.524795,2.485373,2.468823,2.501087,2.585665,2.693244,2.761047,2.77001,2.747246,2.707742,2.655264,2.600554,2.548325,2.49764,2.448556,2.403634,2.364944,2.334953,2.315856,2.307827,2.320853,2.381788,2.5201,2.714356,12.041,8.9158,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:33:26",10000,35.1,"GPGGA",203247,46.0441270666667,"N",-109.173544333333,"W",18472
"SEC 1 EAST",3.057345,2.978893,2.910058,2.844086,2.779308,2.718451,2.664594,2.614749,2.570572,2.537343,2.520005,2.519736,2.529814,2.528656,2.501504,2.46547,2.452622,2.484372,2.569493,2.676352,2.742614,2.752162,2.729886,2.689432,2.639139,2.586055,2.535096,2.486707,2.439791,2.396027,2.358556,2.329464,2.309756,2.302038,2.313896,2.372284,2.505309,2.688935,9.0615,8.919,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:33:52",10000,34.8,"GPGGA",203312,46.04412745,"N",-109.173867383333,"W",18473
"SEC 1 EAST",2.95714,2.882429,2.81552,2.753086,2.695242,2.640193,2.587465,2.538075,2.496524,2.465497,2.449752,2.451191,2.461627,2.460122,2.43383,2.399221,2.38658,2.419631,2.502175,2.604666,2.667745,2.676424,2.656566,2.619893,2.572194,2.521317,2.472609,2.425938,2.379909,2.336912,2.301057,2.273162,2.255175,2.247861,2.26,2.318993,2.451312,2.634191,12.245,9.2555,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:34:14",10000,34.6,"GPGGA",203338,46.0441278,"N",-109.174199883333,"W",18474
"SEC 1 EAST",3.087498,3.006536,2.935545,2.86943,2.803022,2.739885,2.686243,2.636293,2.5921,2.559449,2.542549,2.543091,2.55499,2.553813,2.52634,2.490646,2.477308,2.509999,2.597586,2.707588,2.77648,2.786809,2.764116,2.723783,2.673007,2.617477,2.565026,2.516151,2.46711,2.422538,2.385046,2.354515,2.334927,2.327255,2.339138,2.399467,2.536849,2.727865,10.36,8.8054,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:34:34",10000,34.6,"GPGGA",203400,46.0441283666667,"N",-109.174484583333,"W",18475
"SEC 1 EAST",2.972874,2.89751,2.829957,2.768267,2.708049,2.650579,2.599489,2.552256,2.510604,2.481666,2.468913,2.473335,2.48911,2.491831,2.466805,2.432989,2.421767,2.459308,2.550156,2.663715,2.733557,2.744582,2.722454,2.681452,2.630224,2.576314,2.524534,2.476099,2.429307,2.384714,2.347233,2.317496,2.298097,2.291026,2.303257,2.363647,2.500833,2.694345,8.5509,9.3814,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:34:54",10000,34.6,"GPGGA",203419,46.0441289333333,"N",-109.174735266667,"W",18476
"SEC 1 EAST",3.052057,2.972809,2.901372,2.835985,2.771238,2.713727,2.660405,2.608902,2.564594,2.532377,2.514635,2.515949,2.527688,2.524234,2.49598,2.460496,2.446414,2.48031,2.565606,2.670905,2.737875,2.747947,2.726139,2.688266,2.638864,2.585318,2.534691,2.485308,2.436244,2.392562,2.355137,2.325314,2.307754,2.299663,2.312133,2.374541,2.512533,2.702075,12.977,8.7784,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:35:14",10000,34.7,"GPGGA",203439,46.0441291666667,"N",-109.175002816667,"W",18477
"SEC 1 EAST",2.962606,2.888699,2.822181,2.759514,2.699928,2.645731,2.595295,2.547323,2.506093,2.475357,2.460135,2.462501,2.473945,2.473466,2.448586,2.414839,2.403583,2.438492,2.523136,2.627283,2.691548,2.701371,2.679557,2.640593,2.591168,2.539817,2.490935,2.443656,2.39736,2.354968,2.318922,2.291131,2.272738,2.264831,2.27753,2.336702,2.469445,2.652476,9.4714,9.2845,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:35:35",10000,34.8,"GPGGA",203459,46.0441291666667,"N",-109.17526035,"W",18478
"SEC 1 EAST",3.09616,3.014596,2.941394,2.872825,2.807706,2.747124,2.691804,2.639167,2.592558,2.558961,2.542148,2.54312,2.555445,2.553925,2.524621,2.487724,2.474731,2.510005,2.599562,2.710954,2.779908,2.790272,2.767393,2.725471,2.67357,2.618236,2.565227,2.51546,2.466063,2.420482,2.38191,2.351428,2.331466,2.323571,2.337114,2.400878,2.542644,2.738002,8.7806,9.0246,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:35:58",10000,34.9,"GPGGA",203520,46.04413005,"N",-109.1755154,"W",18479
"SEC 1 EAST",2.991809,2.91638,2.849019,2.786621,2.725526,2.666441,2.613729,2.566299,2.525006,2.494305,2.479052,2.480793,2.492336,2.49231,2.466389,2.431792,2.419444,2.453185,2.538281,2.644795,2.711262,2.71976,2.698286,2.659019,2.609398,2.556921,2.506567,2.458715,2.412457,2.369386,2.332936,2.304471,2.285816,2.278406,2.290787,2.3499,2.483084,2.670037,10.771,9.1016,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:36:18",10000,35.5,"GPGGA",203542,46.04413025,"N",-109.175785683333,"W",18480
"SEC 1 EAST",3.062129,2.984724,2.915982,2.85174,2.788274,2.7327,2.682425,2.632644,2.589011,2.558366,2.542049,2.543753,2.556778,2.555948,2.530148,2.495916,2.483381,2.517861,2.605929,2.71358,2.780528,2.790642,2.767345,2.727105,2.677294,2.62316,2.572304,2.524531,2.476103,2.432722,2.396154,2.366398,2.347211,2.339612,2.351077,2.411034,2.546546,2.735113,9.8351,9.2384,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:36:37",10000,35.2,"GPGGA",203602,46.04413075,"N",-109.176028966667,"W",18481
"SEC 1 EAST",3.055531,2.975101,2.902793,2.83617,2.770629,2.70967,2.655796,2.603904,2.558683,2.525578,2.50599,2.503805,2.512308,2.507086,2.478346,2.442755,2.427482,2.457706,2.538033,2.637588,2.70015,2.709946,2.688979,2.652457,2.604962,2.552309,2.503277,2.456265,2.408812,2.36625,2.330198,2.30131,2.283139,2.275949,2.287342,2.346837,2.480368,2.663603,12.644,9.2675,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:36:57",10000,35.4,"GPGGA",203622,46.04413095,"N",-109.176281066667,"W",18482
"SEC 1 EAST",3.006549,2.930814,2.864303,2.802171,2.74093,2.682989,2.630978,2.58333,2.541458,2.511456,2.497774,2.500974,2.514821,2.5166,2.491169,2.456723,2.445106,2.481087,2.571126,2.682534,2.75124,2.761322,2.739075,2.69821,2.647086,2.59319,2.541716,2.493398,2.445904,2.401557,2.363911,2.33467,2.315197,2.307245,2.320083,2.380537,2.517954,2.708276,9.3077,9.3029,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:37:17",10000,35.6,"GPGGA",203641,46.0441315333333,"N",-109.176526983333,"W",18483
"SEC 1 EAST",2.953496,2.878796,2.811199,2.749587,2.690454,2.633906,2.583973,2.535064,2.492882,2.462523,2.44488,2.444609,2.454947,2.451509,2.425082,2.391998,2.378291,2.409763,2.490225,2.589119,2.650924,2.660074,2.639931,2.603997,2.558309,2.507678,2.459898,2.414222,2.368158,2.326989,2.291981,2.263613,2.245968,2.239176,2.250914,2.309104,2.43979,2.617827,13.002,9.3417,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:37:37",10000,35.7,"GPGGA",203701,46.0441318,"N",-109.176781233333,"W",18484
"SEC 1 EAST",3.00649,2.930981,2.864569,2.803946,2.744112,2.686746,2.63521,2.587356,2.546561,2.517361,2.504405,2.509157,2.525327,2.527935,2.502429,2.468439,2.457669,2.495811,2.588487,2.701974,2.772619,2.78356,2.760461,2.719034,2.667499,2.611648,2.559398,2.51048,2.462256,2.417836,2.380219,2.34986,2.330523,2.323944,2.335367,2.397225,2.536919,2.732464,8.728,9.4744,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:37:54",10000,35.8,"GPGGA",203721,46.0441321,"N",-109.177043316667,"W",18485
"SEC 1 EAST",2.952219,2.875451,2.807357,2.742839,2.681702,2.626129,2.573271,2.522675,2.479006,2.446462,2.428847,2.427372,2.43499,2.430754,2.402689,2.367892,2.354548,2.384418,2.462304,2.559529,2.618804,2.627888,2.607951,2.572027,2.526196,2.477221,2.429604,2.384304,2.339655,2.298546,2.263878,2.236495,2.218745,2.212246,2.224383,2.282456,2.412124,2.588574,10.808,8.9095,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:38:16",10000,35.5,"GPGGA",203738,46.04413275,"N",-109.17727135,"W",18486
"SEC 1 EAST",3.071749,2.997552,2.932746,2.871561,2.812675,2.757366,2.706511,2.659714,2.619718,2.591055,2.578249,2.583446,2.598162,2.600914,2.577115,2.543416,2.531821,2.568643,2.658774,2.771211,2.84107,2.851089,2.828817,2.788721,2.738583,2.686383,2.637164,2.590592,2.544692,2.501842,2.465533,2.437669,2.418373,2.410467,2.423303,2.48434,2.618763,2.808948,9.3155,8.9962,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:39:21",10000,35.7,"GPGGA",203800,46.04406555,"N",-109.177557383333,"W",18487
"SEC 1 EAST",3.05088,2.977002,2.910445,2.848395,2.788776,2.735058,2.687062,2.641066,2.600362,2.571203,2.557534,2.560637,2.574217,2.576316,2.551571,2.518133,2.506804,2.542088,2.63044,2.739908,2.808253,2.819575,2.798351,2.759576,2.71094,2.659177,2.610152,2.564076,2.518064,2.475661,2.440101,2.411521,2.393091,2.386063,2.398874,2.45856,2.594185,2.781595,9.4579,9.562,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:39:37",10000,35.9,"GPGGA",203904,46.04402245,"N",-109.176977566667,"W",18488
"SEC 1 EAST",3.194567,3.114223,3.042875,2.978407,2.91534,2.856234,2.801608,2.750529,2.707346,2.677905,2.663513,2.669558,2.68716,2.691559,2.667095,2.631212,2.619236,2.660846,2.761021,2.883907,2.960928,2.973165,2.94806,2.904048,2.84928,2.791362,2.737985,2.686987,2.63663,2.590804,2.551528,2.520039,2.499728,2.490808,2.504256,2.570109,2.717265,2.920799,8.4978,9.9206,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:40:02",10000,35.7,"GPGGA",203921,46.0440220166667,"N",-109.176758216667,"W",18489
"SEC 1 EAST",3.058731,2.983071,2.915539,2.854248,2.793764,2.735776,2.684082,2.636553,2.595397,2.565182,2.549173,2.550816,2.56224,2.561458,2.535986,2.501827,2.488587,2.522243,2.606553,2.710969,2.776603,2.786259,2.7651,2.728448,2.680006,2.628938,2.580866,2.535048,2.488392,2.446468,2.410123,2.382399,2.364922,2.35734,2.369565,2.429705,2.562752,2.746053,12.514,9.4504,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:40:25",10000,35.7,"GPGGA",203946,46.04402175,"N",-109.176466183333,"W",18490
"SEC 1 EAST",3.205832,3.125051,3.053831,2.988085,2.927479,2.86896,2.813964,2.762397,2.718042,2.687964,2.675943,2.681946,2.700307,2.705699,2.680248,2.644563,2.634936,2.678103,2.780736,2.905533,2.981663,2.992876,2.967659,2.922235,2.867689,2.810955,2.756423,2.705658,2.655688,2.608528,2.569562,2.538672,2.518072,2.509968,2.524102,2.591731,2.740089,2.945671,6.7103,9.8654,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:40:51",10000,35.9,"GPGGA",204008,46.0440213166667,"N",-109.176203666667,"W",18491
"SEC 1 EAST",3.111186,3.033788,2.967344,2.905216,2.841455,2.781826,2.730382,2.681893,2.640568,2.611157,2.597818,2.602996,2.619259,2.621508,2.597688,2.564775,2.552787,2.592491,2.688671,2.805019,2.877491,2.888167,2.863523,2.822211,2.770084,2.714111,2.662691,2.614279,2.565509,2.521066,2.483295,2.454073,2.434656,2.426358,2.438354,2.501481,2.641771,2.836147,10.727,9.1899,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:41:17",10000,36.4,"GPGGA",204034,46.0440209333333,"N",-109.1758943,"W",18492
"SEC 1 EAST",3.153302,3.075624,3.004184,2.938504,2.877605,2.823568,2.772005,2.72336,2.680286,2.650147,2.638029,2.644443,2.662603,2.668188,2.643428,2.609066,2.5987,2.640574,2.740036,2.862013,2.937675,2.950536,2.92733,2.883812,2.830097,2.77424,2.720725,2.66993,2.620549,2.574851,2.536836,2.506414,2.485448,2.478227,2.492076,2.556633,2.702932,2.908617,7.0826,9.8378,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:41:34",10000,36,"GPGGA",204059,46.0440201333333,"N",-109.175592133333,"W",18493
"SEC 1 EAST",3.105281,3.029562,2.960962,2.899072,2.838321,2.780964,2.729353,2.681292,2.639288,2.610016,2.597444,2.602862,2.619689,2.624272,2.599828,2.565361,2.554352,2.594944,2.690176,2.80723,2.880203,2.892642,2.869653,2.827142,2.775383,2.720816,2.668458,2.619527,2.571882,2.527042,2.489523,2.459702,2.440139,2.432618,2.445086,2.508455,2.649734,2.848249,7.002,10.001,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:41:52",10000,35.9,"GPGGA",204117,46.0440198833333,"N",-109.175351133333,"W",18494
"SEC 1 EAST",3.030973,2.959847,2.895429,2.835231,2.776917,2.720665,2.670059,2.623433,2.582798,2.553231,2.537717,2.538377,2.54933,2.548254,2.522408,2.488888,2.476229,2.507752,2.588918,2.689332,2.751865,2.761917,2.74149,2.705143,2.659681,2.610799,2.563419,2.518307,2.473342,2.431802,2.397073,2.369623,2.351741,2.345107,2.357027,2.415047,2.545763,2.722119,10.733,9.3381,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:42:09",10000,35.8,"GPGGA",204134,46.0440199833333,"N",-109.175125166667,"W",18495
"SEC 1 EAST",3.084009,3.009051,2.943506,2.881921,2.820765,2.767144,2.720107,2.672212,2.630751,2.602954,2.591128,2.598524,2.617143,2.621262,2.598032,2.565908,2.554912,2.59527,2.692945,2.810637,2.884788,2.897738,2.874372,2.832753,2.781471,2.725993,2.674876,2.626945,2.577968,2.533381,2.496114,2.466284,2.44669,2.438687,2.451461,2.5146,2.65672,2.853278,9.0799,9.2823,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:42:30",10000,36.5,"GPGGA",204151,46.0440193,"N",-109.174898,"W",18496
"SEC 1 EAST",3.067587,2.993865,2.929566,2.868225,2.810647,2.757545,2.70604,2.657689,2.619129,2.59082,2.579729,2.587631,2.60498,2.609893,2.587356,2.553444,2.544044,2.584885,2.67996,2.796835,2.870816,2.882548,2.860029,2.819516,2.767816,2.714279,2.664176,2.615973,2.568419,2.524601,2.486504,2.457388,2.438631,2.430714,2.443484,2.505872,2.646342,2.84059,9.3955,9.3728,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:42:49",10000,35.8,"GPGGA",204212,46.0440190666667,"N",-109.174618866667,"W",18497
"SEC 1 EAST",3.12083,3.044675,2.977623,2.912869,2.848255,2.789429,2.737944,2.690507,2.647341,2.615429,2.600152,2.602001,2.613674,2.613805,2.586928,2.551444,2.538124,2.570697,2.655888,2.764102,2.83305,2.844981,2.824626,2.786456,2.737259,2.684954,2.633757,2.585283,2.538889,2.495149,2.458172,2.429971,2.41057,2.4024,2.414901,2.473312,2.608668,2.798487,10.124,8.847,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:43:05",10000,35.5,"GPGGA",204231,46.0440185,"N",-109.174367083333,"W",18498
"SEC 1 EAST",3.175068,3.096078,3.025383,2.960641,2.896802,2.838239,2.785295,2.734376,2.691419,2.661929,2.64805,2.654072,2.672119,2.676596,2.652065,2.615454,2.601758,2.641623,2.739301,2.859811,2.938026,2.952353,2.928838,2.886013,2.831786,2.775078,2.722912,2.672529,2.622521,2.577808,2.538525,2.506607,2.486241,2.477571,2.49005,2.553965,2.696876,2.896514,7.6847,9.8412,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","14:43:24",10000,35.3,"GPGGA",204248,46.0440181,"N",-109.17413915,"W",18499
